Program_Combo,ID,Count
"A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert","['217201', '218543', '2204099', '2487846', '2499645', '2504729', '2505717', '2505796', '2515404', '2521004', '2521878', '2531381', '2539264', '2576922', '2593708', '2598181', '259959', '2599658', '2604077', '2612515', '2613067', '2632134', '2634564', '2636754', '2656984', '2706769', '2706960', '2713843', '2735203', '2747143', '2769062', '2769063', '2782930', '2788273', '2806620', '2810856', '2812383', '2824366', '2829617', '2839244', '2842668', '2842828', '2846490', '2851744', '2853243', '2853883', '2856562', '2865339', '2866920', '2872684', '2880188', '2881156', '2893707', '2896558', '2911275', '2911374', '2916709', '2916962', '2922922', '2923519', '2925628', '2928489', '2937330', '2944144', '2947006', '2948951', '2951009', '2955240', '2959477', '2959505', '2962299', '2963399', '2964157', '2964754', '2966962', '2967011', '2968228', '2970234', '2970408', '2971075', '2973084', '2973745', '2975126', '2977210', '2977372', '2977802', '2979280', '2981443', '2983680', '2985327', '2986571', '2986854', '2986918', '2989216', '2989714', '2991823', '2993917', '2994090', '2996658', '2997311', '2998099', '2999525', '2999602', '411631', '521483', '957318', '961651', '999762']",108
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate","['107019', '1229875', '1264487', '1377286', '2443570', '2522094', '2561194', '2561221', '2603333', '2611177', '2613382', '2637152', '2646865', '2652069', '2694342', '2702369', '2704827', '2719789', '2734966', '2750579', '2757398', '2787606', '2818121', '2829443', '2841835', '2855662', '2858177', '2869269', '2882747', '2883988', '2897209', '2899556', '2900092', '2905322', '2908437', '2915495', '2918178', '2927978', '2932072', '2932086', '2939182', '2940789', '2942228', '2942572', '2947494', '2953886', '2954387', '2957912', '2958690', '2961739', '2961820', '2962019', '2962529', '2962923', '2963027', '2963456', '2964412', '2965127', '2966550', '2967701', '2974588', '2974796', '2977493', '2977527', '2978022', '2979332', '2983805', '2984859', '2986371', '2986623', '2996984', '2997650', '2998872', '2999490', '2999796', '2999825', '3000075', '3002247', '3002300', '3002896', '3005784', '3005853', '3006477', '3007525', '3007633', '3008396', '3008566', '3008958', '3009067', '3009095', '3009404', '3009476', '3009758', '3010311', '3010429', '3011770', '3011900', '3015617', '3016989', '3017005', '3018163', '3018207', '3018665', '3018766', '332957']",105
"A35140 - Building Construction Technology, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert","['1190831', '1263728', '1416651', '2489661', '2526589', '2540951', '2562233', '2569507', '2595827', '2598118', '2607503', '2612209', '2622478', '2637633', '2674624', '2699062', '2704400', '2708746', '2726597', '2729839', '2752097', '2761821', '2768912', '2770368', '2781184', '2802002', '2809920', '2824372', '2825175', '2829663', '2834957', '2838574', '2844995', '2857794', '2858567', '2859609', '2863277', '2868266', '2875926', '2878047', '2886331', '2887158', '2891088', '2893980', '2895317', '2901810', '2931499', '2932411', '2943199', '2944440', '2951689', '2955042', '2955209', '2956631', '2956714', '2957609', '2958852', '2960654', '2961269', '2962308', '2963974', '2966493', '2968000', '2968275', '2971419', '2971460', '2972291', '2977636', '2980660', '2981732', '2987494', '2989389', '2989755', '2990817', '2994164', '2994230', '2994750', '2994950', '2995139', '2995447', '2996638', '2997212', '2997660', '3001198', '3002387', '3002999', '3004748', '3006643', '3007240', '3007505', '3007674', '3008612', '3009337', '3009569', '3010492', '3010611', '3011061', '3012259', '3016153', '3017200', '3018915', '3020808', '558608', '559424']",104
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate","['1146942', '1454045', '1612221', '2099837', '2479684', '2517092', '2526691', '2528763', '2536224', '2563324', '2584355', '2586122', '2610445', '2629901', '2645526', '2659193', '2673587', '2675722', '2693866', '2716088', '2730123', '2741020', '2749460', '2761289', '2771359', '2786218', '2790175', '2802804', '2805094', '2806812', '2856281', '2865798', '2885588', '2889035', '2894451', '2899889', '2900259', '2907885', '2912187', '2922698', '2925524', '2938300', '2939905', '294132', '2948110', '2949607', '2950416', '2952704', '2954761', '2958167', '2960503', '2961323', '2964414', '2966673', '2974612', '2978398', '2980127', '2980168', '2981429', '2983567', '2983844', '2984174', '2990223', '2990818', '2991276', '2994134', '2994395', '2995140', '2996180', '2996264', '2996988', '2999103', '2999889', '3000968', '3002388', '3002850', '3005289', '3005854', '3006046', '3007955', '3008072', '3009598', '3010246', '3010836', '3011939', '3012051', '3012108', '3012590', '3012880', '3017222', '3017399', '3017619', '3019345', '3021170', '330219', '333214', '521652', '659270']",98
"A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate","['2554579', '2580283', '2598617', '2601124', '2615244', '2628411', '2682055', '2701603', '2753756', '2787351', '2790044', '2824269', '2828917', '2851715', '2866105', '2866893', '2870457', '2871326', '2874895', '2878978', '2883148', '2888257', '2911216', '2912116', '2917955', '2918681', '2922990', '2925724', '2931540', '2943457', '2943462', '2946614', '2950602', '2950624', '2951975', '2952161', '2952525', '2953796', '2954313', '2957122', '2958793', '2959325', '2960063', '2962554', '2973841', '2974460', '2974600', '2977324', '2978168', '2978298', '2980436', '2981358', '2982839', '2984123', '2984544', '2984744', '2989328', '2989736', '2991499', '2991632', '2992108', '2993428', '2993729', '2994359', '2994814', '2996321', '2996358', '2996782', '2997571', '2997730', '2997811', '2999002', '2999664', '2999695', '3000940', '3001193', '3002534', '3003391', '3004712', '3004863', '3005838', '3006702', '3007990', '3007996', '3008472', '3008835', '3009611', '3009701', '3009873', '3010278', '3011723', '3016675', '3016820', '3017864', '3019370', '769579']",96
"A55150 - Culinary Arts, C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate","['1187819', '1302659', '1340196', '1418879', '2396186', '2502387', '2506456', '2527352', '2535459', '2571758', '2584088', '2585923', '2591817', '2599915', '2601360', '2649112', '2688462', '2709446', '2716271', '2716746', '2725741', '2728618', '2750017', '2750316', '2760447', '2762394', '2812862', '2824991', '2826091', '2835320', '2840323', '2851153', '2851579', '2873283', '2874158', '2874827', '2875364', '2891324', '2902707', '2905679', '2923516', '2926227', '2928412', '2932867', '2933974', '2941016', '2944444', '2946716', '2948697', '2951442', '2956992', '2958165', '2958524', '2959011', '2959186', '2960496', '2960984', '2961665', '2961715', '2962032', '2962710', '2963116', '2964595', '2966576', '2966709', '2972435', '2972973', '2975733', '2979288', '2981479', '2982256', '2983727', '2985176', '2985404', '2986051', '2987557', '2989803', '2990246', '2991641', '2992561', '2994011', '2994139', '2996105', '2996360', '2996893', '2997469', '2998345', '3000650', '3002203', '3007872', '481341', '809015', '881779']",93
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert","['107459', '1302325', '217912', '218910', '2470812', '2478249', '2515551', '2555502', '2585876', '2604170', '2608623', '2621968', '2622575', '2655001', '2658077', '2685077', '2694702', '2698345', '2717273', '2729369', '2735692', '2759197', '2777777', '2782275', '2782332', '2787639', '2788070', '2790182', '2805263', '2815281', '2815437', '2831561', '2844254', '2852859', '2858717', '2879986', '2881959', '2882456', '2891090', '2893762', '2895248', '2901111', '2902012', '2902329', '2902393', '2917349', '2923733', '2926232', '2927330', '2929048', '2933030', '2933147', '2936121', '2944626', '2949479', '2950641', '2953882', '2956377', '2956779', '2957778', '2960511', '2973579', '2974939', '2976514', '2979780', '2981893', '2985349', '2987579', '2988647', '2990190', '2990963', '2991619', '2991922', '2993012', '2994956', '2995856', '2995980', '2996241', '2996785', '448597', '596406', '621419', '660980']",83
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert","['105023', '105197', '1109477', '1307102', '1340084', '1457027', '1529021', '180596', '2485375', '2489047', '2555864', '2559352', '2571535', '2573960', '2589126', '2636540', '2652006', '2686678', '2711120', '2754946', '2768057', '2772796', '2816313', '2837041', '2851555', '2861348', '2870450', '2876072', '2877098', '2884505', '2917060', '2918165', '2922068', '2924999', '2929859', '2934165', '2938020', '2938602', '2938689', '2941843', '2942368', '2949686', '2950954', '2950955', '2953345', '2953987', '2955075', '2956229', '2956609', '2957657', '2959697', '2959826', '2960944', '2961121', '2961173', '2961875', '2963037', '2964377', '2966160', '2967090', '2967152', '2967467', '2968868', '2969529', '2972659', '2972686', '2974334', '2974799', '2976712', '2977668', '2977812', '2978155', '2979279', '2979828', '2983507', '2987799', '2989263', '2991452', '595628', '958321']",80
"A35130 - Electrical Systems Technology, C35130C3 - Electrical Systems Technology/Basic Residential Wiring Cert","['2527318', '2557211', '2566732', '2568850', '2577232', '2680332', '2686984', '2714797', '2714896', '2724898', '2750698', '2758661', '2779782', '2780946', '2784565', '2805504', '2810360', '2817247', '2821254', '2828618', '2829945', '2840235', '2843955', '2859081', '2868846', '2870351', '2884537', '2897966', '2916437', '2918699', '2925807', '2926325', '2941966', '2954110', '2957877', '2961660', '2962145', '2964396', '2966946', '2966987', '2967795', '2973280', '2975973', '2977507', '2977741', '2986537', '2990337', '2995243', '2997599', '2998465', '3000132', '3002078', '3004056', '3004072', '3005350', '3005501', '3005687', '3007122', '3007167', '3007307', '3007472', '3007804', '3008114', '3008679', '3008682', '3008741', '3009232', '3009394', '3009450', '3009694', '3009821', '3009925', '3010466', '3010762', '3011006', '3013165', '447112', '596244']",78
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate","['105294', '1378412', '1414480', '1573763', '2445374', '2553622', '2559649', '2574584', '2576596', '2588480', '2591007', '2597437', '2630476', '2631799', '2645157', '2647018', '2665832', '2681989', '2699468', '2750261', '2751835', '2804848', '2826499', '2848808', '2851645', '2871566', '2872980', '2874346', '2874553', '2875037', '2887447', '2894281', '2911985', '2918710', '2923567', '2932101', '2935690', '2936559', '2947519', '2950745', '2951029', '2953051', '2954937', '2959627', '2961474', '2963432', '2965441', '2967472', '2967565', '2972660', '2973736', '2976402', '2981284', '2982301', '2982771', '2984546', '2985203', '2985957', '2988084', '2988383', '2988431', '2988501', '2989144', '2989676', '2990567', '2991103', '2991625', '2991964', '2992438', '2992857', '2993335', '2994621', '2996319', '2996332', '774092', '964899']",76
"A25620G - Supply Chain Management/Global Logistics Technology, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert","['1033537', '1040368', '1344390', '1492148', '2485644', '2501670', '2520919', '2549790', '2607888', '2610124', '2692013', '2734693', '2777155', '2787770', '2810590', '2861666', '2864631', '2867670', '2874531', '2876336', '2878638', '2880614', '2887027', '2887769', '2889403', '2893232', '2896088', '2901561', '2908281', '2912260', '2922344', '2924416', '2925860', '2926512', '2927460', '2933688', '2934601', '2943306', '2943472', '2948673', '2955106', '2955771', '2955902', '2960021', '2960471', '2964384', '2964830', '2965009', '2971311', '2974852', '2977584', '2977595', '2980688', '2986520', '2987334', '2987738', '2989042', '2990438', '2996667', '2996750', '2999385', '3000199', '3000294', '3005012', '3006698', '3008446', '3008696', '3009826', '3010660', '3011509', '3012881', '3015697', '3020835', '483483', '659049']",75
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert","['1453513', '222366', '2476604', '2480277', '2504287', '2545473', '2594588', '2669912', '2672327', '2725044', '2761814', '2831861', '2841090', '2844554', '2866380', '2869873', '2883882', '2895512', '2917476', '2932102', '2932660', '2942665', '2944211', '2945517', '2948911', '2951490', '2953445', '2958726', '2960772', '2961439', '2962776', '2963992', '2964211', '2964420', '2965386', '2968251', '2970769', '2973459', '2975099', '2975639', '2976282', '2976938', '2977032', '2978278', '2979816', '2980877', '2981693', '2982088', '2982420', '2982473', '2984729', '2984822', '2985129', '2985340', '2986629', '2987631', '2988321', '2988583', '2989342', '2990672', '2992271', '2992984', '2995099', '2995861', '2996353', '2997640', '2998032']",67
"A55240 - Fire Protection Technology, C55240C1 - Fire Protection Technology Certificate","['1036956', '1378825', '1491278', '2475597', '2549042', '2605589', '2629883', '2641753', '2643145', '2651997', '2655961', '2753918', '2776806', '2805991', '2842297', '2859160', '2885643', '2904873', '2908473', '2919281', '2923250', '2926033', '2935305', '2938489', '2942356', '2948343', '2948433', '2951980', '2952656', '2963823', '2968574', '2972040', '2973350', '2974087', '2976292', '2976296', '2979224', '2984726', '2985090', '2986206', '2988801', '2992146', '2994145', '2995818', '2998161', '3005080', '3005468', '3008321', '3008583', '3009057', '3012735', '3014053', '3015402', '3017962', '3018257', '774052', '961517']",57
"A55150 - Culinary Arts, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate","['1227127', '2502400', '2514070', '2588921', '2589316', '2627954', '2682384', '2814755', '2816039', '2818470', '2821790', '2885546', '2886292', '2892944', '2897854', '2924116', '2926272', '2929051', '2935587', '2935589', '2936390', '2942204', '2949127', '2949908', '2950630', '2963680', '2971467', '2979271', '2981451', '2981840', '2981849', '2982393', '2984636', '2986621', '2996851', '2999471', '3000900', '3005005', '3007033', '3007409', '3007545', '3008279', '3009211', '3009766', '3010100', '3010240', '3017375', '658935', '850075', '885903']",50
"A15240 - Horticulture Technology, C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate","['105838', '143796', '219906', '2483403', '2535642', '2592363', '2610553', '2630716', '2642742', '2643221', '2670739', '2756912', '2763909', '2771924', '2802309', '2810300', '2815840', '2835378', '2888155', '2889748', '2890594', '2896004', '2939136', '2947766', '2951967', '2955492', '2970915', '2971306', '2978838', '2981142', '2984060', '2985853', '2986252', '2989349', '2997366', '3002839', '3005403', '3007569', '3008551', '3009170', '3009412', '3010421', '3011345', '3012715', '334867', '921578', '922045', '926919', '960956']",49
"A10100 - Associate in Arts, A10400 - Associate in Science","['2494913', '2610077', '2679629', '2780311', '2807476', '2872874', '2878679', '2924055', '2924584', '2932316', '2933559', '2940763', '2943730', '2951129', '2951224', '2952821', '2956498', '2961906', '2962470', '2963320', '2964065', '2964465', '2965356', '2967650', '2974291', '2974971', '2976032', '2977647', '2978169', '2980843', '2981231', '2981514', '2984671', '2984839', '2985911', '2986930', '2987248', '2987952', '2993671', '2997687', '2998347', '3000234', '3000676', '3001881', '3002606', '3003394', '3006055', '3008378', '3009330']",49
"A25620D - Supply Chain Management/Distribution Management, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert","['2450980', '2580040', '2624075', '2631884', '2653558', '2688205', '2694436', '2789248', '2843275', '2844472', '2846136', '2865058', '2870151', '2882381', '2892231', '2910890', '2910920', '2916730', '2917152', '2918324', '2934612', '2943523', '2958417', '2959649', '2961046', '2964358', '2964966', '2967784', '2969564', '2969841', '2974065', '2977846', '2980927', '2987893', '2990008', '2990064', '2990283', '2994983', '2995465', '2995871', '2999877', '3005858', '3007737', '3010581', '3013222', '3016633', '3019517', '3019819']",48
"A5518C - Criminal Justice Technology Forensic Science, C5518CC1 - Criminal Justice Technology Forensic Science Certificate","['2476618', '2536221', '256644', '2585842', '2587444', '2637475', '2724250', '2804936', '2810557', '2831549', '2836193', '2842105', '2844770', '2869899', '2878957', '2897872', '2898776', '2899844', '2907685', '2909093', '2909962', '2930640', '2934341', '2939396', '2942960', '2944009', '2945639', '2947174', '2950965', '2951553', '2953380', '2956453', '2960960', '2966247', '2966501', '2971802', '2972972', '2975029', '2977139', '2980399', '2987957', '2988912', '2992034', '2992295', '2994137', '2994260', '2995169', '2999658']",48
"A10100 - Associate in Arts, A10300 - Associate in General Education","['1490495', '1534336', '2481604', '2529856', '2537842', '2645928', '2777591', '2782345', '2788327', '2788407', '2811458', '2827279', '2854266', '2868597', '2868722', '2887205', '2912886', '2934183', '2949614', '2951070', '2952620', '2958489', '2958787', '2960288', '2962141', '2964248', '2971358', '2974837', '2976383', '2976493', '2983411', '2983686', '2984094', '2986770', '2987135', '2988154', '2990877', '2996037', '2997182', '2997499', '3007255', '3007301', '3010065', '3013134', '524480', '958016', '997964']",47
"A40140 - Civil Engineering Technology, C40140C1 - Civil Engineering Technology Certificate","['1147110', '1190673', '1226405', '2506787', '2515164', '2561327', '2576386', '2619040', '2657911', '2685600', '2743862', '2770493', '2820891', '2824444', '2828371', '2840171', '2867587', '2877308', '2882968', '2883720', '2897783', '2901492', '2917907', '2935277', '2946820', '2948530', '2959679', '2966592', '2971710', '2973462', '2980474', '2991749', '3001968', '3004159', '3009242', '3013301', '3014364', '3015090', '3016683', '3020752', '486509', '78007', '922584']",43
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert","['1035686', '103600', '1072105', '1223022', '1262340', '2341002', '2474813', '2494154', '2499918', '2522719', '2530867', '2531237', '2545987', '2560291', '2640908', '2641909', '2660908', '2661394', '2712096', '2751829', '2839870', '2848267', '2851698', '2873276', '2892616', '2945898', '2950191', '2953728', '2963295', '2965247', '2974654', '2985377', '2985971', '2988352', '2990405', '2993143', '2994774', '3001447', '621456', '957846']",40
"A55460 - Emergency Management, C55460C1 - Emergency Management Certificate","['144773', '2268631', '2480852', '2500361', '2527344', '2544080', '2546207', '2550793', '256615', '2580848', '2601511', '2740533', '2765832', '2770267', '2774486', '2794406', '2821091', '2833599', '2844864', '2846385', '2926794', '2944269', '2945748', '2948416', '2951411', '2955233', '2965001', '2966638', '2974463', '2985123', '2988635', '2992528', '3002030', '3005616', '3012581', '3017799', '774677']",37
"A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate","['1381632', '1604832', '1646583', '2474490', '2628546', '2630075', '2652734', '2656666', '2754299', '2754879', '2817669', '2852405', '2887533', '2894441', '2926156', '2931100', '2938756', '2957069', '2961558', '2961878', '2963540', '2967129', '2971440', '2971612', '2972717', '2972733', '2973444', '2987027', '2988493', '2988817', '2998903', '2999141', '3007032', '3009779', '3011403', '3012651', '3016281']",37
"A25370G - Office Management, C25370C1 - Office Management/Basic Office Management Certificate","['1074641', '1187972', '1226565', '1532197', '2506556', '2574040', '2677787', '2752725', '2805256', '2817320', '2828443', '2831399', '2839955', '2848092', '2861124', '2871620', '2900809', '2932136', '2935880', '2944917', '2947584', '2951205', '2952386', '2958693', '2963809', '2965790', '2970920', '2981649', '2985022', '2991624', '2996357', '2999518', '3001183', '3009134', '3012663', '3016261']",36
"A55220B - Early Childhood Education/B-K Licensure Transfer, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat","['1265049', '2525749', '2525880', '2555991', '2572092', '2644521', '2646680', '2672120', '2761518', '2769646', '2813170', '2824367', '2842175', '2863231', '2899078', '2908139', '2916851', '2918497', '2936325', '2955134', '2957903', '2958785', '2976723', '2983800', '2991994', '2997354', '3000980', '3003636', '3003755', '3005822', '3007113', '3012387', '3012962', '3016354', '3018201', '919228']",36
